Centro,Distrito Centro,Tramo Edad,Proceso,N_demandas
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,65 - 69,RENTA MINÍMA DE INSERCIÓN,3
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,65 - 69,RESIDENCIA TEMPORAL MAYORES CM,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,65 - 69,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,32
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,65 - 69,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,65 - 69,TELEASISTENCIA MAYORES ASP,17
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,65 - 69,VIVIENDA CM,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,APARTAMENTOS MUNICIPALES DE MAYORES,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,ASOCIACIONES ONG,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,ATENCIÓN PSICOLOGICA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,9
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),8
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL),1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,CENTRO DE MAYORES CM,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,CENTROS MUNICIPALES MAYORES,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,COBERTURA NECESIDADES BASICAS,3
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,COMIDA A DOMICILIO,5
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,DEPENDENCIA CM,27
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,INGRESO MÍNIMO VITAL,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,LAVANDERIA,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,PENSION NO CONTRIBUTIVA CM,5
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,RENTA MINÍMA DE INSERCIÓN,4
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,70
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,9
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,TELEASISTENCIA MAYORES ASP,49
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,TELEASISTENCIA MAYORES DEPENDENCIA,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,70 - 74,VIVIENDA,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,APARTAMENTOS MUNICIPALES DE MAYORES,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,ATENCIÓN PSICOLOGICA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,6
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,3
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,CENTROS MUNICIPALES MAYORES,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,COMIDA A DOMICILIO,7
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,CUIDAR A QUIENES CUIDAN,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,DEPENDENCIA CM,45
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,PROG. AT. MAYORES VULNERABLES: AISLAMIENTO SOCIAL,4
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,PROYECTOS PROPIOS DEL DISTRITO,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,RESIDENCIA MAYORES AUTONOMOS CM,3
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,RESIDENCIA TEMPORAL MAYORES CM,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,92
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,6
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,TELEASISTENCIA MAYORES ASP,73
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,TELEASISTENCIA MAYORES DEPENDENCIA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,75 - 79,TRABAJO Y EMPLEO,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,APARTAMENTOS MUNICIPALES DE MAYORES,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,AYUDAS ACONDICIONAMIENTO GERIATRICO,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,CAMA ARTICULADA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,CENTRO ATENCIÓN PERSONAS SIN HOGAR / PUE,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,5
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,CENTRO DE ATENCIÓN A DROGODEPENDIENTES,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),7
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),7
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,COMIDA A DOMICILIO,4
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,DEPENDENCIA CM,98
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,PENSION NO CONTRIBUTIVA CM,3
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,3
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),3
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,RESIDENCIA MAYORES AUTONOMOS CM,9
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,RESIDENCIA MAYORES DE EMERGENCIA SOCIAL,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,RESIDENCIA TEMPORAL MAYORES CM,7
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,RESPIRO FAMILIAR/FIN DE SEMANA / C.DÍA,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,SALUD Y SEGURIDAD SOCIAL CM,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,4
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,137
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,4
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,TELEASISTENCIA MAYORES ASP,83
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,80 - 84,TELEASISTENCIA MAYORES DEPENDENCIA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,ATENCIÓN PSICOLOGICA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,CAMA ARTICULADA,4
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,3
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),14
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),12
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),6
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL),2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,COMIDA A DOMICILIO,8
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,DEPENDENCIA CM,150
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,GRÚA,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,PENSION NO CONTRIBUTIVA CM,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,PROYECTOS PROPIOS DEL DISTRITO,5
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,9
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,RESIDENCIA MAYORES AUTONOMOS CM,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,RESIDENCIA TEMPORAL MAYORES CM,6
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,RESPIRO FAMILIAR/FIN DE SEMANA / C.DÍA,2
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,SERVICIO  FISIOTERAPIA PREVENTIVA,1
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,6
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,150
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,9
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,TELEASISTENCIA MAYORES ASP,77
CSS Dehesa de la Villa,MONCLOA-ARAVACA     ,>=85,TELEASISTENCIA MAYORES DEPENDENCIA,5
CSS Eduardo Minguito,VILLAVERDE, ,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,32
CSS Eduardo Minguito,VILLAVERDE, ,ACTIVIDADES PREVENTIVAS DE ESP. NECESIDAD MENORES,10
CSS Eduardo Minguito,VILLAVERDE, ,APARTAMENTOS MUNICIPALES DE MAYORES,2
CSS Eduardo Minguito,VILLAVERDE, ,APOYO SOCIOEDUCATIVO Y PRELABORAL ADOLESCENTES (ASPA),19
CSS Eduardo Minguito,VILLAVERDE, ,ARRAIGO SOCIAL  ,1
CSS Eduardo Minguito,VILLAVERDE, ,ASOCIACIONES ONG,551
CSS Eduardo Minguito,VILLAVERDE, ,ATENCIÓN PSICOLOGICA,74
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA COMEDOR ESCOLAR,201
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA COMEDOR MAYORES,5
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ECONÓMICA ACTIVIDADES PREVENTIVAS PARA MENORES,6
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ECONÓMICA COMEDOR ESCOLAR,535
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ECONÓMICA COMEDOR PARA MAYORES,9
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ECONÓMICA ESCUELA INFANTIL,158
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,75
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,984
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,32
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ECONÓMICA PEQUEÑAS REPARACIONES DE VIVIENDA HABITUAL Y AYUDAS TÉCNICAS,5
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA ESCUELA INFANTIL,29
CSS Eduardo Minguito,VILLAVERDE, ,AYUDA PAGO NECESIDADES DE ALOJAMIENTO,3
CSS Eduardo Minguito,VILLAVERDE, ,AYUDAS ACONDICIONAMIENTO GERIATRICO,9
CSS Eduardo Minguito,VILLAVERDE, ,BECAS COMEDOR ESCOLAR CM,135
CSS Eduardo Minguito,VILLAVERDE, ,CAMA ARTICULADA,9
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO ATENCIÓN PERSONAS SIN HOGAR / PUE,8
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,80
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE ACOGIDA JUAN LUIS VIVES,2
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE APOYO A LA FAMILIA,37
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE ATENCION INFANCIA (CAI),15
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE ATENCION SOCIAL A INMIGRANTES,2
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE ATENCION SOCIAL A MUJERES,8
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE ATENCIÓN A DROGODEPENDIENTES,6
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE DIA PARA MENORES (CRUZ ROJA),12
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),18
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),18
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),24
CSS Eduardo Minguito,VILLAVERDE, ,CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL),7
CSS Eduardo Minguito,VILLAVERDE, ,CENTROS ABIERTOS ,6
CSS Eduardo Minguito,VILLAVERDE, ,CENTROS DE ACOGIDA,2
CSS Eduardo Minguito,VILLAVERDE, ,CENTROS ESCOLARES CM,13
CSS Eduardo Minguito,VILLAVERDE, ,CENTROS MUNICIPALES MAYORES,2
CSS Eduardo Minguito,VILLAVERDE, ,COBERTURA NECESIDADES BASICAS,217
CSS Eduardo Minguito,VILLAVERDE, ,COMEDOR SOCIAL CM,2
CSS Eduardo Minguito,VILLAVERDE, ,COMIDA A DOMICILIO,23
CSS Eduardo Minguito,VILLAVERDE, ,CURSOS Y ACTIVIDADES DE FORMACIÓN,9
CSS Eduardo Minguito,VILLAVERDE, ,DEPENDENCIA CM,790
CSS Eduardo Minguito,VILLAVERDE, ,EDUCACIÓN / CULTURA CM,267
CSS Eduardo Minguito,VILLAVERDE, ,EDUCADOR SOCIAL,85
CSS Eduardo Minguito,VILLAVERDE, ,ESTANCIA TEMP. C. OCUPACIONAL PERSO. DISCAPACIDAD FIS. Y/O SENS. CM,2
CSS Eduardo Minguito,VILLAVERDE, ,GRÚA,3
CSS Eduardo Minguito,VILLAVERDE, ,GUARDA ORDINARIA,1
CSS Eduardo Minguito,VILLAVERDE, ,GUARDA URGENTE,1
CSS Eduardo Minguito,VILLAVERDE, ,INFORME DE DERIVACION Y PROPUESTA (MENORES),4
CSS Eduardo Minguito,VILLAVERDE, ,INFORME DERIVACION GENERAL,103
CSS Eduardo Minguito,VILLAVERDE, ,INFORME SOCIAL FISCALIA DE MENORES,4
CSS Eduardo Minguito,VILLAVERDE, ,INFORME SOCIAL FISCALIA INCAPACITACIONES DE ADULTOS,2
CSS Eduardo Minguito,VILLAVERDE, ,INFORME SOCIAL GENERAL,26
CSS Eduardo Minguito,VILLAVERDE, ,INFORME SOCIAL JUZGADOS INSTRUCCION,2
CSS Eduardo Minguito,VILLAVERDE, ,INFORME SOCIAL MADRID SALUD,3
CSS Eduardo Minguito,VILLAVERDE, ,INGRESO MÍNIMO VITAL,610
CSS Eduardo Minguito,VILLAVERDE, ,LAVANDERIA,1
CSS Eduardo Minguito,VILLAVERDE, ,MAYORES ACTIVOS CM,1
CSS Eduardo Minguito,VILLAVERDE, ,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,61
CSS Eduardo Minguito,VILLAVERDE, ,ORIENTADOR SOCIO-LABORAL,24
CSS Eduardo Minguito,VILLAVERDE, ,PENSION NO CONTRIBUTIVA CM,22
CSS Eduardo Minguito,VILLAVERDE, ,PENSION NO CONTRIBUTIVA INVALIDEZ,9
CSS Eduardo Minguito,VILLAVERDE, ,PENSIONES CONTRIBUTIVAS CM,5
CSS Eduardo Minguito,VILLAVERDE, ,PISOS PARA LA POBLACION INMIGRANTE,1
CSS Eduardo Minguito,VILLAVERDE, ,PISOS TUTELADOS MAYORES CM,8
CSS Eduardo Minguito,VILLAVERDE, ,PROG. AT. MAYORES VULNERABLES: NEGLIGENCIA Y MALTRATO PSICO MAYORES,1
CSS Eduardo Minguito,VILLAVERDE, ,PROGRAMA COORDINACION SOCIO-SANITARIA,4
CSS Eduardo Minguito,VILLAVERDE, ,PROYECTO DE APOYO FAMILIAR (PAF),14
CSS Eduardo Minguito,VILLAVERDE, ,PROYECTOS PROPIOS DEL DISTRITO,43
CSS Eduardo Minguito,VILLAVERDE, ,RENTA MINÍMA DE INSERCIÓN,710
CSS Eduardo Minguito,VILLAVERDE, ,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,9
CSS Eduardo Minguito,VILLAVERDE, ,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),3
CSS Eduardo Minguito,VILLAVERDE, ,RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),48
CSS Eduardo Minguito,VILLAVERDE, ,RESIDENCIA MAYORES AUTONOMOS CM,4
CSS Eduardo Minguito,VILLAVERDE, ,RESIDENCIA MAYORES DE EMERGENCIA SOCIAL,5
CSS Eduardo Minguito,VILLAVERDE, ,RESIDENCIA MUJERES CM,1
CSS Eduardo Minguito,VILLAVERDE, ,RESIDENCIA PRIVADA MAYORES,1
CSS Eduardo Minguito,VILLAVERDE, ,RESIDENCIA TEMPORAL MAYORES CM,15
CSS Eduardo Minguito,VILLAVERDE, ,RESPIRO FAMILIAR/FIN DE SEMANA / C.DÍA,2
CSS Eduardo Minguito,VILLAVERDE, ,RETORNO VOLUNTARIO PAIS DE ORIGEN,1
CSS Eduardo Minguito,VILLAVERDE, ,SALUD Y SEGURIDAD SOCIAL CM,222
CSS Eduardo Minguito,VILLAVERDE, ,SERCAF MENORES,28
CSS Eduardo Minguito,VILLAVERDE, ,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),17
CSS Eduardo Minguito,VILLAVERDE, ,SERVICIO  FISIOTERAPIA PREVENTIVA,2
CSS Eduardo Minguito,VILLAVERDE, ,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,8
CSS Eduardo Minguito,VILLAVERDE, ,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,102
CSS Eduardo Minguito,VILLAVERDE, ,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,302
CSS Eduardo Minguito,VILLAVERDE, ,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,24
CSS Eduardo Minguito,VILLAVERDE, ,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,4
CSS Eduardo Minguito,VILLAVERDE, ,TELEASISTENCIA DISCAPACITADOS ASP,2
CSS Eduardo Minguito,VILLAVERDE, ,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,10
CSS Eduardo Minguito,VILLAVERDE, ,TELEASISTENCIA MAYORES ASP,78
CSS Eduardo Minguito,VILLAVERDE, ,TELEASISTENCIA MAYORES DEPENDENCIA,36
CSS Eduardo Minguito,VILLAVERDE, ,TITULO FAMILIA NUMEROSA CM,1
CSS Eduardo Minguito,VILLAVERDE, ,TRABAJO Y EMPLEO,635
CSS Eduardo Minguito,VILLAVERDE, ,TRABAJO Y EMPLEO CM,16
CSS Eduardo Minguito,VILLAVERDE, ,TUTELA ADULTOS CM,3
CSS Eduardo Minguito,VILLAVERDE, ,TUTELA URGENTE,1
CSS Eduardo Minguito,VILLAVERDE, ,VIVIENDA,639
CSS Eduardo Minguito,VILLAVERDE, ,VIVIENDA CM,64
CSS Eduardo Minguito,VILLAVERDE,0 - 3,AYUDA ECONÓMICA COMEDOR ESCOLAR,1
CSS Eduardo Minguito,VILLAVERDE,12 - 17,EDUCADOR SOCIAL,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,ARRAIGO SOCIAL  ,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,ASOCIACIONES ONG,12
CSS Eduardo Minguito,VILLAVERDE,18 - 24,AYUDA COMEDOR ESCOLAR,3
CSS Eduardo Minguito,VILLAVERDE,18 - 24,AYUDA ECONÓMICA COMEDOR ESCOLAR,3
CSS Eduardo Minguito,VILLAVERDE,18 - 24,AYUDA ECONÓMICA ESCUELA INFANTIL,3
CSS Eduardo Minguito,VILLAVERDE,18 - 24,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,3
CSS Eduardo Minguito,VILLAVERDE,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,2
CSS Eduardo Minguito,VILLAVERDE,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS Eduardo Minguito,VILLAVERDE,18 - 24,AYUDA ESCUELA INFANTIL,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,CENTRO DE APOYO A LA FAMILIA,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,CENTRO DE ATENCION SOCIAL A MUJERES,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,CENTROS DE ACOGIDA,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,CENTROS ESCOLARES CM,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,COBERTURA NECESIDADES BASICAS,30
CSS Eduardo Minguito,VILLAVERDE,18 - 24,CURSOS Y ACTIVIDADES DE FORMACIÓN,4
CSS Eduardo Minguito,VILLAVERDE,18 - 24,DEPENDENCIA CM,8
CSS Eduardo Minguito,VILLAVERDE,18 - 24,INFORME SOCIAL GENERAL,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,INGRESO MÍNIMO VITAL,8
CSS Eduardo Minguito,VILLAVERDE,18 - 24,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,6
CSS Eduardo Minguito,VILLAVERDE,18 - 24,ORIENTADOR SOCIO-LABORAL,3
CSS Eduardo Minguito,VILLAVERDE,18 - 24,PENSION NO CONTRIBUTIVA CM,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Eduardo Minguito,VILLAVERDE,18 - 24,RENTA MINÍMA DE INSERCIÓN,9
CSS Eduardo Minguito,VILLAVERDE,18 - 24,RESIDENCIA MUJERES CM,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,RETORNO VOLUNTARIO PAIS DE ORIGEN,1
CSS Eduardo Minguito,VILLAVERDE,18 - 24,SALUD Y SEGURIDAD SOCIAL CM,4
CSS Eduardo Minguito,VILLAVERDE,18 - 24,TRABAJO Y EMPLEO,22
CSS Eduardo Minguito,VILLAVERDE,18 - 24,TRABAJO Y EMPLEO CM,5
CSS Eduardo Minguito,VILLAVERDE,18 - 24,VIVIENDA,11
CSS Eduardo Minguito,VILLAVERDE,18 - 24,VIVIENDA CM,4
CSS Eduardo Minguito,VILLAVERDE,25 - 29,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,1
